algorithm1,algorithm2,label
F46_Base64Encode/A04_F46_S_ByteByByte,F30_SubStrFind/A17_F30_O_A06_StaticRef,0
F29_AnagramCheck/A20_F29_O_A04_IterativeRec,F37_TrimSpace/A01_F37_S_TwoPointers,0
F19_RemoveDuplicates/A07_F19_O_A01_Goto,F19_RemoveDuplicates/A13_F19_O_A04_PtrOffset,1
F17_ArrayRotate/A21_F17_O_A01_Recursion,F19_RemoveDuplicates/A02_F19_S_Recursive,0
F04_Fibonacci/A11_F04_O_A03_TaylorSeriesExp,F04_Fibonacci/A21_F04_O_A01_DuffStyleLoop,1
F27_StrCmp/A17_F27_O_A01_Macro,F21_ShellSort/A18_F21_O_A04_DoublePtr,0
F22_InsertionSort/A18_F22_O_A04_PtrOffset,F37_TrimSpace/A17_F37_O_A05_PtrOffset,0
F42_HammingDistance/A20_F42_O_A01_Identity,F43_IsPowerOfTwo/A02_F43_S_Iterative,0
F39_TitleCase/A02_F39_S_PtrArith,F39_TitleCase/A10_F39_O_A01_Opaque,1
F33_LCP/A17_F33_O_A01_Unroll,F33_LCP/A21_F33_O_A04_LogicTernary,1
F43_IsPowerOfTwo/A13_F43_O_A06_InstrReplace,F43_IsPowerOfTwo/A17_F43_O_A05_TernaryChain,1
F26_StrLen/A10_F26_S_BitwiseCheck,F22_InsertionSort/A17_F22_O_A01_WhileTrue,0
F12_BubbleSort/A13_F12_O_A12_IndirectCmp,F12_BubbleSort/A15_F12_O_A14_BitAdd,1
F10_Log2/A09_F10_O_A05_OpaquePredicate,F10_Log2/A10_F10_O_A02_Ternary,1
F23_LinearSearch/A13_F23_O_A05_MathIdentity,F23_LinearSearch/A18_F23_O_A06_BitwiseNegation,1
F19_RemoveDuplicates/A03_F19_S_BufferTransfer,F19_RemoveDuplicates/A21_F19_O_A02_StackSim,1
F14_ArrayReverse/A06_F14_S_Pointers,F14_ArrayReverse/A07_F14_S_DivideConquer,1
F05_Sqrt/A02_F05_O_A01_Flat,F05_Sqrt/A13_F05_O_A12_Redundant,1
F29_AnagramCheck/A01_F29_S_FreqArray,F28_IsPalindrome/A07_F28_O_A01_Goto,0
F38_ReverseWords/A08_F38_O_A04_Flattening,F38_ReverseWords/A21_F38_O_A05_ManualCopy,1
F33_LCP/A07_F33_O_A01_Goto,F50_IntToRoman/A21_F50_S_Modulo_Recursive,0
F11_BinarySearch/A04_F11_S_LibWrapper,F25_ArrayAverage/A20_F25_O_A01_IncrConfusion,0
F43_IsPowerOfTwo/A01_F43_S_Bitwise,F50_IntToRoman/A02_F50_S_Hardcoded_PlaceValues,0
F22_InsertionSort/A11_F22_O_A01_Bitwise,F22_InsertionSort/A14_F22_O_A01_DummyLoop,1
F11_BinarySearch/A07_F11_S_Bitwise,F11_BinarySearch/A17_F11_O_A08_Long,1
F45_GrayCode/A09_F45_O_A02_Opaque,F45_GrayCode/A17_F45_O_A07_Unroll,1
F21_ShellSort/A09_F21_O_A01_Goto,F21_ShellSort/A14_F21_O_A01_Redundant,1
F27_StrCmp/A07_F27_S_Unrolled,F27_StrCmp/A20_F27_O_A03_TailRec,1
F22_InsertionSort/A06_F22_S_SwapBased,F38_ReverseWords/A02_F38_S_Recursion,0
F17_ArrayRotate/A03_F17_S_Auxiliary,F17_ArrayRotate/A13_F17_O_A06_VarSplit,1
F25_ArrayAverage/A13_F25_O_A01_Ternary,F34_CharFrequency/A18_F34_O_A08_StateFlag,0
F21_ShellSort/A06_F21_S_XorSwapInsertion,F21_ShellSort/A13_F21_O_A05_Bitshift,1
F50_IntToRoman/A04_F50_O_A01_Flattening,F50_IntToRoman/A14_F50_O_A07_Intertwined,1
F34_CharFrequency/A04_F34_S_MemchrJump,F50_IntToRoman/A14_F50_O_A07_Intertwined,0
F21_ShellSort/A08_F21_S_SedgewickLow,F14_ArrayReverse/A04_F14_S_Stack,0
F04_Fibonacci/A13_F04_O_A05_LoopUnrolling,F33_LCP/A03_F33_S_DivideConquer,0
F20_SelectionSort/A03_F20_S_Recursive,F20_SelectionSort/A13_F20_O_A01_LogicWrap,1
F44_ByteSwap/A12_F44_O_A09_Arithmetic,F44_ByteSwap/A18_F44_O_A17_Unrolled_Loop,1
F40_HexToInt/A08_F40_O_A01_Flattening,F40_HexToInt/A14_F40_O_A05_LongLong,1
F50_IntToRoman/A17_F50_S_Duo_Array_Index,F50_IntToRoman/A18_F50_O_A17_BitwiseIndirection,1
F24_ArraySum/A04_F24_S_DivideAndConquer,F24_ArraySum/A09_F24_O_A01_MathIdent,1
F36_CaseToggle/A11_F36_O_A01_Goto,F36_CaseToggle/A18_F36_O_A08_StateFlag,1
F30_SubStrFind/A08_F30_S_BitwiseXorVerification,F30_SubStrFind/A15_F30_O_A01_LoopUnroll,1
F10_Log2/A17_F10_O_A01_LogicWrap,F11_BinarySearch/A14_F11_O_A07_Pointer,0
F50_IntToRoman/A17_F50_S_Duo_Array_Index,F50_IntToRoman/A20_F50_O_A05_LongLong_Expansion,1
F22_InsertionSort/A06_F22_S_SwapBased,F22_InsertionSort/A20_F22_O_A02_VarSplit,1
F10_Log2/A17_F10_O_A01_LogicWrap,F10_Log2/A20_F10_O_A02_IncDec,1
F36_CaseToggle/A05_F36_S_Recursive,F14_ArrayReverse/A14_F14_O_A03_Dummy,0
F22_InsertionSort/A10_F22_O_A01_DoubleNeg,F40_HexToInt/A17_F40_O_A04_RecursiveJump,0
F49_CaesarCipher/A17_F49_O_A03_RecursiveGoto,F49_CaesarCipher/A20_F49_O_A02_WhileTrueBreak,1
F05_Sqrt/A08_F05_S_MathLib,F28_IsPalindrome/A07_F28_O_A01_Goto,0
F13_QuickSort/A12_F13_O_A03_LogicWrap,F13_QuickSort/A18_F13_O_A02_WhileTrue,1
F26_StrLen/A02_F26_O_A01_Flat,F39_TitleCase/A03_F39_S_Recursive,0
F19_RemoveDuplicates/A09_F19_O_A05_Ternary,F19_RemoveDuplicates/A20_F19_O_A04_IncrConfusion,1
F46_Base64Encode/A05_F46_S_LookupTable,F46_Base64Encode/A06_F46_S_BitField,1
F39_TitleCase/A05_F39_S_ManualRange,F49_CaesarCipher/A05_F49_S_MathCast,0
F26_StrLen/A06_F26_S_Block4,F49_CaesarCipher/A08_F49_O_A02_GotoChain,0
F39_TitleCase/A13_F39_O_A04_Indirection,F39_TitleCase/A16_F39_O_A02_ArithNoise,1
F22_InsertionSort/A07_F22_O_A01_Goto,F40_HexToInt/A03_F40_S_LUT,0
F25_ArrayAverage/A07_F25_O_A01_Goto,F42_HammingDistance/A18_F42_O_A05_FakeLoop,0
F50_IntToRoman/A04_F50_O_A01_Flattening,F50_IntToRoman/A10_F50_O_A01_OpaquePredicates,1
F46_Base64Encode/A10_F46_O_A05_VarSplit,F29_AnagramCheck/A07_F29_S_DualPointer,0
F23_LinearSearch/A05_F23_S_PointerArithmetic,F23_LinearSearch/A09_F23_O_A02_TernaryRec,1
F25_ArrayAverage/A01_F25_S_ClassicDouble,F25_ArrayAverage/A16_F25_O_A06_WhileTrue,1
F20_SelectionSort/A20_F20_O_A04_VarSplit,F38_ReverseWords/A13_F38_O_A04_Bitwise,0
F30_SubStrFind/A03_F30_S_RollingHash,F30_SubStrFind/A16_F30_O_A02_PtrStep,1
F38_ReverseWords/A05_F38_S_PointerWalk,F38_ReverseWords/A07_F38_O_A01_Goto,1
F13_QuickSort/A01_F13_S_LomutoPartition,F13_QuickSort/A05_F13_S_MedianOfThree,1
F40_HexToInt/A11_F40_O_A01_VarSplit,F48_RLEEncode/A18_F48_O_A03_JumpTable,0
F50_IntToRoman/A05_F50_S_Loop_Subtraction_Logic,F50_IntToRoman/A20_F50_O_A05_LongLong_Expansion,1
F32_StrCompress/A19_F32_O_A01_DoubleLoop,F04_Fibonacci/A20_F04_O_A04_HybridTableLookup,0
F42_HammingDistance/A04_F42_S_Builtin,F42_HammingDistance/A16_F42_O_A01_Logic,1
F46_Base64Encode/A19_F46_O_A02_RecursiveFlatten,F48_RLEEncode/A20_F48_O_A04_LogicWrap,0
F25_ArrayAverage/A01_F25_S_ClassicDouble,F47_XorCipher/A19_F47_O_A03_JumpTable,0
F31_WordCount/A11_F31_O_A04_Goto,F45_GrayCode/A13_F45_O_A02_StepSplit,0
F22_InsertionSort/A13_F22_O_A05_LogicWrap,F23_LinearSearch/A18_F23_O_A06_BitwiseNegation,0
F11_BinarySearch/A04_F11_S_LibWrapper,F11_BinarySearch/A06_F11_S_Fibonacci,1
F29_AnagramCheck/A07_F29_S_DualPointer,F29_AnagramCheck/A20_F29_O_A04_IterativeRec,1
F30_SubStrFind/A02_F30_S_PointerArithmetic,F30_SubStrFind/A15_F30_O_A01_LoopUnroll,1
F28_IsPalindrome/A01_F28_S_TwoPointer,F28_IsPalindrome/A11_F28_O_A04_OpaquePredicate,1
F40_HexToInt/A09_F40_O_A02_Opaque,F40_HexToInt/A16_F40_O_A01_ArithIdentity,1
F05_Sqrt/A20_F05_O_A10_SwitchLoop,F49_CaesarCipher/A08_F49_O_A02_GotoChain,0
F48_RLEEncode/A07_F48_O_A01_Goto,F48_RLEEncode/A13_F48_O_A06_TernaryChain,1
F46_Base64Encode/A17_F46_O_A06_LogicInvert,F44_ByteSwap/A13_F44_S_XOR_Swap,0
F04_Fibonacci/A03_F04_S_BinetFormula,F28_IsPalindrome/A20_F28_O_A06_DoublePointer,0
F44_ByteSwap/A20_F44_O_A19_PointerIndirection,F34_CharFrequency/A13_F34_O_A05_BitwiseSub,0
F11_BinarySearch/A08_F11_S_JumpSearch,F11_BinarySearch/A11_F11_O_A03_Opaque,1
F05_Sqrt/A10_F05_S_Linear,F05_Sqrt/A14_F05_S_Recursive,1
F28_IsPalindrome/A08_F28_O_A01_CFP_Switch,F28_IsPalindrome/A13_F28_O_A06_PointerObf,1
F46_Base64Encode/A13_F46_O_A03_PointerObf,F46_Base64Encode/A21_F46_O_A03_JumpTable,1
F27_StrCmp/A01_F27_S_Standard,F27_StrCmp/A20_F27_O_A03_TailRec,1
F46_Base64Encode/A16_F46_O_A05_Ternary,F36_CaseToggle/A18_F36_O_A08_StateFlag,0
F32_StrCompress/A15_F32_O_A07_WhileTrue,F50_IntToRoman/A21_F50_S_Modulo_Recursive,0
F43_IsPowerOfTwo/A20_F43_O_A03_StepSplit,F03_Factorial/A13_F03_O_A12_Logspace,0
F40_HexToInt/A01_F40_S_Accumulate,F11_BinarySearch/A08_F11_S_JumpSearch,0
F36_CaseToggle/A15_F36_O_A01_Redundant,F36_CaseToggle/A18_F36_O_A08_StateFlag,1
F11_BinarySearch/A19_F11_O_A03_Struct,F36_CaseToggle/A04_F36_S_LibraryCtype,0
F37_TrimSpace/A09_F37_O_A01_Flattening,F38_ReverseWords/A03_F38_S_StackSim,0
F27_StrCmp/A06_F27_S_WaitPass,F27_StrCmp/A13_F27_O_A01_DoublePtr,1
F26_StrLen/A11_F26_S_SentinelLogic,F13_QuickSort/A11_F13_O_A02_DoubleNegation,0
F49_CaesarCipher/A02_F49_S_PtrArithmetic,F49_CaesarCipher/A06_F49_S_BitwiseToggle,1
F31_WordCount/A12_F31_O_A01_VarSplit,F50_IntToRoman/A15_F50_S_Two_Pointer_Scan,0
F10_Log2/A02_F10_S_Recursive,F10_Log2/A17_F10_O_A01_LogicWrap,1
F46_Base64Encode/A15_F46_O_A01_Arithmetic,F37_TrimSpace/A02_F37_S_BufferCopy,0
F03_Factorial/A09_F03_O_A08_ArrayAccess,F03_Factorial/A16_F03_S_LookupTable,1
F31_WordCount/A02_F31_S_Strtok,F31_WordCount/A07_F31_S_FlagToggle,1
F11_BinarySearch/A11_F11_O_A03_Opaque,F37_TrimSpace/A07_F37_S_StrpbrkJump,0
F28_IsPalindrome/A03_F28_S_ReverseCompare,F28_IsPalindrome/A14_F28_O_A01_IncrementConfusion,1
F05_Sqrt/A03_F05_O_A01_Goto,F03_Factorial/A10_F03_S_BinarySplit,0
F03_Factorial/A04_F03_S_Recursive,F03_Factorial/A08_F03_S_DP_Table,1
F20_SelectionSort/A10_F20_O_A03_Ternary,F45_GrayCode/A09_F45_O_A02_Opaque,0
F36_CaseToggle/A11_F36_O_A01_Goto,F36_CaseToggle/A17_F36_O_A01_DoubleLoop,1
F32_StrCompress/A16_F32_O_A02_PtrArith,F36_CaseToggle/A14_F36_O_A05_TernaryRec,0
F12_BubbleSort/A03_F12_O_A01_Goto,F32_StrCompress/A08_F32_S_LibraryPointer,0
F26_StrLen/A19_F26_O_A07_DoubleGoto,F30_SubStrFind/A06_F30_S_LibraryWrapper,0
F25_ArrayAverage/A16_F25_O_A06_WhileTrue,F19_RemoveDuplicates/A19_F19_O_A01_WhileTrue,0
F14_ArrayReverse/A13_F14_O_A01_VarSplit,F14_ArrayReverse/A20_F14_O_A01_Macro,1
F20_SelectionSort/A16_F20_O_A01_Opaque,F01_Sum/A18_F01_S_DualPointer,0
F33_LCP/A03_F33_S_DivideConquer,F33_LCP/A16_F33_O_A06_IncrConfusion,1
F44_ByteSwap/A12_F44_O_A09_Arithmetic,F21_ShellSort/A18_F21_O_A04_DoublePtr,0
F22_InsertionSort/A07_F22_O_A01_Goto,F22_InsertionSort/A17_F22_O_A01_WhileTrue,1
F42_HammingDistance/A08_F42_O_A01_Flattening,F21_ShellSort/A09_F21_O_A01_Goto,0
F20_SelectionSort/A02_F20_S_PointerArithmetic,F47_XorCipher/A02_F47_S_Recursive,0
F17_ArrayRotate/A05_F17_S_BlockSwap,F17_ArrayRotate/A06_F17_S_FullCopy,1
F04_Fibonacci/A19_F04_O_A01_AlgebraicIdentity,F29_AnagramCheck/A10_F29_O_A01_Opaque,0
F05_Sqrt/A05_F05_O_A04_Opaque,F22_InsertionSort/A18_F22_O_A04_PtrOffset,0
F24_ArraySum/A07_F24_O_A01_Goto,F28_IsPalindrome/A06_F28_S_PointerArithmetic,0
F04_Fibonacci/A04_F04_S_Memoization,F04_Fibonacci/A08_F04_O_A01_GotoReconstruction,1
F27_StrCmp/A04_F27_S_LengthCheck,F21_ShellSort/A19_F21_O_A01_Unroll,0
F12_BubbleSort/A02_F12_O_A01_Flat,F32_StrCompress/A02_F32_S_TwoPointers,0
F43_IsPowerOfTwo/A08_F43_S_LUT,F43_IsPowerOfTwo/A18_F43_O_A01_DoubleNegation,1
F30_SubStrFind/A13_F30_O_A03_Redundant,F42_HammingDistance/A08_F42_O_A01_Flattening,0
F13_QuickSort/A16_F13_O_A03_StackSim,F37_TrimSpace/A19_F37_O_A01_LongLong,0
F31_WordCount/A10_F31_O_A03_Opaque,F31_WordCount/A12_F31_O_A01_VarSplit,1
F34_CharFrequency/A14_F34_O_A03_TernaryRec,F31_WordCount/A08_F31_S_MemchrSim,0
F46_Base64Encode/A13_F46_O_A03_PointerObf,F46_Base64Encode/A19_F46_O_A02_RecursiveFlatten,1
F20_SelectionSort/A15_F20_O_A01_Unroll,F12_BubbleSort/A20_F12_O_A08_Struct,0
F12_BubbleSort/A11_F12_O_A10_Pointer,F12_BubbleSort/A13_F12_O_A12_IndirectCmp,1
F30_SubStrFind/A09_F30_O_A01_Flattening,F30_SubStrFind/A13_F30_O_A03_Redundant,1
F12_BubbleSort/A05_F12_O_A04_TernarySwap,F12_BubbleSort/A07_F12_O_A06_Opaque,1
F44_ByteSwap/A03_F44_S_Pointer_Arithmetic,F44_ByteSwap/A19_F44_S_DuoPointer,1
F05_Sqrt/A02_F05_O_A01_Flat,F05_Sqrt/A03_F05_O_A01_Goto,1
F20_SelectionSort/A19_F20_O_A01_JumpTable,F12_BubbleSort/A06_F12_S_EarlyExit,0
F26_StrLen/A05_F26_S_Recursive_Tail,F26_StrLen/A12_F26_O_A03_PtrArith,1
F45_GrayCode/A14_F45_O_A01_DoubleNeg,F03_Factorial/A07_F03_O_A06_ManualTail,0
F23_LinearSearch/A11_F23_O_A03_LogicWrap,F23_LinearSearch/A20_F23_O_A01_IncrementConfusion,1
F05_Sqrt/A19_F05_O_A06_Indirect,F46_Base64Encode/A21_F46_O_A03_JumpTable,0
F03_Factorial/A10_F03_S_BinarySplit,F38_ReverseWords/A11_F38_O_A03_APIWrap,0
F27_StrCmp/A14_F27_O_A02_JunkLoop,F27_StrCmp/A15_F27_O_A01_Struct,1
F04_Fibonacci/A04_F04_S_Memoization,F04_Fibonacci/A06_F04_S_FastDouble,1
F25_ArrayAverage/A09_F25_O_A01_FloatIntermediate,F25_ArrayAverage/A16_F25_O_A06_WhileTrue,1
F45_GrayCode/A19_F45_O_A01_LongLong,F45_GrayCode/A21_F45_O_A01_Proxy,1
F26_StrLen/A19_F26_O_A07_DoubleGoto,F50_IntToRoman/A20_F50_O_A05_LongLong_Expansion,0
F19_RemoveDuplicates/A05_F19_S_InPlaceDelete,F34_CharFrequency/A14_F34_O_A03_TernaryRec,0
F31_WordCount/A03_F31_S_Lookahead,F31_WordCount/A04_F31_S_PointerDiff,1
F30_SubStrFind/A03_F30_S_RollingHash,F30_SubStrFind/A07_F30_S_FirstCharJump,1
F32_StrCompress/A12_F32_O_A01_VarSplit,F32_StrCompress/A21_F32_O_A01_LongLong,1
F39_TitleCase/A11_F39_O_A02_Goto,F47_XorCipher/A04_F47_S_TwoWay,0
F12_BubbleSort/A10_F12_S_BitwiseCompare,F12_BubbleSort/A20_F12_O_A08_Struct,1
F25_ArrayAverage/A06_F25_S_Backwards,F25_ArrayAverage/A17_F25_O_A01_VarSplit,1
F20_SelectionSort/A04_F20_S_DualSelection,F20_SelectionSort/A07_F20_O_A01_Goto,1
F30_SubStrFind/A01_F30_S_NaiveIter,F30_SubStrFind/A05_F30_S_Recursive,1
F01_Sum/A08_F01_O_A07_Bitshift,F19_RemoveDuplicates/A10_F19_O_A06_Bitwise,0
F34_CharFrequency/A14_F34_O_A03_TernaryRec,F29_AnagramCheck/A02_F29_S_Sorting,0
F29_AnagramCheck/A01_F29_S_FreqArray,F03_Factorial/A17_F03_O_A16_XORTable,0
F22_InsertionSort/A09_F22_O_A06_MathIdent,F25_ArrayAverage/A02_F25_S_IncrementalMean,0
F28_IsPalindrome/A06_F28_S_PointerArithmetic,F28_IsPalindrome/A19_F28_O_A01_WhileTrueSplit,1
F45_GrayCode/A03_F45_S_Recursive,F38_ReverseWords/A16_F38_O_A05_DeadLoop,0
F40_HexToInt/A02_F40_S_Bitshift,F38_ReverseWords/A15_F38_O_A01_DoublePtr,0
F49_CaesarCipher/A04_F49_S_LookupTable,F49_CaesarCipher/A07_F49_O_A01_ControlFlattening,1
F44_ByteSwap/A20_F44_O_A19_PointerIndirection,F21_ShellSort/A11_F21_O_A02_Opaque,0
F12_BubbleSort/A09_F12_O_A08_XorSwap,F12_BubbleSort/A19_F12_O_A04_TailRec,1
F22_InsertionSort/A18_F22_O_A04_PtrOffset,F50_IntToRoman/A19_F50_S_Buffer_Unrolling,0
F26_StrLen/A12_F26_O_A03_PtrArith,F50_IntToRoman/A14_F50_O_A07_Intertwined,0
F17_ArrayRotate/A03_F17_S_Auxiliary,F37_TrimSpace/A02_F37_S_BufferCopy,0
F10_Log2/A04_F10_S_BinarySearch,F30_SubStrFind/A17_F30_O_A06_StaticRef,0
F27_StrCmp/A03_F27_S_Recursive,F27_StrCmp/A11_F27_O_A01_Opaque,1
F37_TrimSpace/A03_F37_S_Recursive,F37_TrimSpace/A14_F37_O_A02_StaticBuf,1
F29_AnagramCheck/A18_F29_O_A05_LongLongWidth,F29_AnagramCheck/A20_F29_O_A04_IterativeRec,1
F42_HammingDistance/A11_F42_O_A01_VarSplit,F42_HammingDistance/A13_F42_O_A02_Junk,1
F19_RemoveDuplicates/A06_F19_S_FlagMap,F19_RemoveDuplicates/A07_F19_O_A01_Goto,1
F49_CaesarCipher/A06_F49_S_BitwiseToggle,F49_CaesarCipher/A18_F49_O_A01_NestedCondition,1
F24_ArraySum/A09_F24_O_A01_MathIdent,F23_LinearSearch/A18_F23_O_A06_BitwiseNegation,0
F43_IsPowerOfTwo/A07_F43_S_Builtin,F03_Factorial/A20_F03_S_Indirect,0
F10_Log2/A05_F10_S_BitPattern,F10_Log2/A20_F10_O_A02_IncDec,1
F48_RLEEncode/A09_F48_O_A04_OpaquePredicate,F48_RLEEncode/A16_F48_O_A02_StackSim,1
F24_ArraySum/A18_F24_O_A05_VarSplit,F36_CaseToggle/A19_F36_O_A01_LongLong,0
F24_ArraySum/A03_F24_S_RecursiveSimple,F24_ArraySum/A21_F24_O_A01_Arithmetic,1
F20_SelectionSort/A09_F20_O_A01_MathIdent,F04_Fibonacci/A17_F04_O_A02_TailRecursionSim,0
F29_AnagramCheck/A04_F29_S_RecursiveCompare,F29_AnagramCheck/A15_F29_O_A02_NestedFlatten,1
F30_SubStrFind/A02_F30_S_PointerArithmetic,F47_XorCipher/A02_F47_S_Recursive,0
F49_CaesarCipher/A04_F49_S_LookupTable,F37_TrimSpace/A14_F37_O_A02_StaticBuf,0
F17_ArrayRotate/A20_F17_O_A03_Pointer,F49_CaesarCipher/A14_F49_O_A06_BitwiseReconstruct,0
F20_SelectionSort/A14_F20_O_A05_DummyLoop,F20_SelectionSort/A19_F20_O_A01_JumpTable,1
F37_TrimSpace/A05_F37_S_PointerArithmetic,F37_TrimSpace/A21_F37_O_A01_ArithmeticShift,1
F32_StrCompress/A03_F32_S_Recursive,F32_StrCompress/A12_F32_O_A01_VarSplit,1
F34_CharFrequency/A03_F34_S_Recursive,F34_CharFrequency/A04_F34_S_MemchrJump,1
F48_RLEEncode/A01_F48_S_ClassicIterative,F48_RLEEncode/A07_F48_O_A01_Goto,1
F27_StrCmp/A04_F27_S_LengthCheck,F43_IsPowerOfTwo/A09_F43_O_A01_Flattening,0
F44_ByteSwap/A04_F44_O_A01_Flattening,F23_LinearSearch/A06_F23_S_BitwiseCheck,0
F27_StrCmp/A12_F27_O_A05_Arithmetic,F29_AnagramCheck/A09_F29_O_A01_Flattening,0
F24_ArraySum/A05_F24_S_UnrolledFour,F24_ArraySum/A14_F24_O_A01_DummyLoop,1
F34_CharFrequency/A03_F34_S_Recursive,F34_CharFrequency/A15_F34_O_A02_Redundant,1
F24_ArraySum/A09_F24_O_A01_MathIdent,F24_ArraySum/A16_F24_O_A01_Opaque,1
F39_TitleCase/A09_F39_O_A01_Flattening,F49_CaesarCipher/A12_F49_O_A05_SwitchCase,0
F23_LinearSearch/A20_F23_O_A01_IncrementConfusion,F45_GrayCode/A07_F45_S_Parity,0
F43_IsPowerOfTwo/A14_F43_O_A03_Arithmetic,F43_IsPowerOfTwo/A15_F43_O_A02_WhileToFor,1
F12_BubbleSort/A15_F12_O_A14_BitAdd,F44_ByteSwap/A10_F44_O_A02_Opaque,0
F31_WordCount/A07_F31_S_FlagToggle,F31_WordCount/A08_F31_S_MemchrSim,1
F01_Sum/A09_F01_O_A07_Expanded,F21_ShellSort/A02_F21_S_KnuthGap,0
F19_RemoveDuplicates/A10_F19_O_A06_Bitwise,F42_HammingDistance/A07_F42_S_LUT,0
F50_IntToRoman/A04_F50_O_A01_Flattening,F50_IntToRoman/A16_F50_O_A03_TailRec,1
F10_Log2/A08_F10_O_A01_CFP_Switch,F48_RLEEncode/A03_F48_S_PointerArithmetic,0
F17_ArrayRotate/A04_F17_S_StepByStep,F17_ArrayRotate/A11_F17_O_A03_Opaque,1
F33_LCP/A13_F33_O_A04_DummyLoop,F33_LCP/A21_F33_O_A04_LogicTernary,1
F12_BubbleSort/A20_F12_O_A08_Struct,F31_WordCount/A05_F31_S_Recursive,0
F12_BubbleSort/A09_F12_O_A08_XorSwap,F12_BubbleSort/A14_F12_S_OddEvenSort,1
F28_IsPalindrome/A15_F28_O_A03_TernaryChain,F28_IsPalindrome/A16_F28_O_A02_RecursiveFlatten,1
F28_IsPalindrome/A07_F28_O_A01_Goto,F28_IsPalindrome/A15_F28_O_A03_TernaryChain,1
F12_BubbleSort/A14_F12_S_OddEvenSort,F12_BubbleSort/A16_F12_S_JumpTable,1
F39_TitleCase/A05_F39_S_ManualRange,F39_TitleCase/A11_F39_O_A02_Goto,1
F39_TitleCase/A06_F39_S_LookBehind,F39_TitleCase/A13_F39_O_A04_Indirection,1
F42_HammingDistance/A18_F42_O_A05_FakeLoop,F42_HammingDistance/A19_F42_O_A04_Ptr,1
F42_HammingDistance/A12_F42_O_A06_Arith,F42_HammingDistance/A14_F42_O_A01_Unroll,1
F45_GrayCode/A17_F45_O_A07_Unroll,F45_GrayCode/A18_F45_O_A06_PtrIndirection,1
F14_ArrayReverse/A15_F14_O_A01_Struct,F48_RLEEncode/A18_F48_O_A03_JumpTable,0
F33_LCP/A15_F33_O_A05_PointerOffset,F33_LCP/A16_F33_O_A06_IncrConfusion,1
F20_SelectionSort/A11_F20_O_A01_DoubleNeg,F43_IsPowerOfTwo/A20_F43_O_A03_StepSplit,0
F20_SelectionSort/A04_F20_S_DualSelection,F44_ByteSwap/A12_F44_O_A09_Arithmetic,0
F46_Base64Encode/A13_F46_O_A03_PointerObf,F46_Base64Encode/A15_F46_O_A01_Arithmetic,1
F05_Sqrt/A13_F05_O_A12_Redundant,F29_AnagramCheck/A19_F29_O_A01_DoubleArray,0
F25_ArrayAverage/A15_F25_O_A01_Opaque,F42_HammingDistance/A09_F42_O_A03_Opaque,0
F42_HammingDistance/A15_F42_O_A07_Alias,F14_ArrayReverse/A04_F14_S_Stack,0
F19_RemoveDuplicates/A10_F19_O_A06_Bitwise,F19_RemoveDuplicates/A12_F19_O_A03_LogicWrap,1
F01_Sum/A13_F01_S_TailRecursive,F45_GrayCode/A07_F45_S_Parity,0
F30_SubStrFind/A01_F30_S_NaiveIter,F30_SubStrFind/A08_F30_S_BitwiseXorVerification,1
F04_Fibonacci/A14_F04_O_A01_VariableSplitting,F14_ArrayReverse/A10_F14_O_A03_Goto,0
F17_ArrayRotate/A03_F17_S_Auxiliary,F14_ArrayReverse/A12_F14_O_A06_Arithmetic,0
F11_BinarySearch/A07_F11_S_Bitwise,F11_BinarySearch/A19_F11_O_A03_Struct,1
F19_RemoveDuplicates/A03_F19_S_BufferTransfer,F34_CharFrequency/A07_F34_S_DivideConquer,0
F17_ArrayRotate/A20_F17_O_A03_Pointer,F39_TitleCase/A13_F39_O_A04_Indirection,0
F47_XorCipher/A01_F47_S_BasicIter,F47_XorCipher/A19_F47_O_A03_JumpTable,1
F46_Base64Encode/A02_F46_S_Recursive,F46_Base64Encode/A18_F46_O_A01_DoubleNeg,1
F30_SubStrFind/A04_F30_S_ReverseSearch,F31_WordCount/A09_F31_O_A01_Flattening,0
F01_Sum/A06_F01_O_A04_Ternary,F14_ArrayReverse/A11_F14_O_A02_Opaque,0
F31_WordCount/A01_F31_S_StateMachine,F31_WordCount/A20_F31_O_A04_NestedWhile,1
F26_StrLen/A16_F26_O_A01_LogicExpand,F37_TrimSpace/A16_F37_O_A01_Redundant,0
F48_RLEEncode/A04_F48_S_BufferStep,F48_RLEEncode/A12_F48_O_A01_DoubleNegation,1
F05_Sqrt/A19_F05_O_A06_Indirect,F39_TitleCase/A02_F39_S_PtrArith,0
F22_InsertionSort/A08_F22_O_A01_CFP,F33_LCP/A16_F33_O_A06_IncrConfusion,0
F05_Sqrt/A21_F05_O_A04_JumpTable,F14_ArrayReverse/A05_F14_S_XorSwap,0
F25_ArrayAverage/A01_F25_S_ClassicDouble,F14_ArrayReverse/A07_F14_S_DivideConquer,0
F40_HexToInt/A21_F40_O_A06_Wrapper,F25_ArrayAverage/A19_F25_O_A01_JumpTable,0
F42_HammingDistance/A13_F42_O_A02_Junk,F42_HammingDistance/A19_F42_O_A04_Ptr,1
F26_StrLen/A11_F26_S_SentinelLogic,F26_StrLen/A14_F26_O_A04_DivideConquer,1
F17_ArrayRotate/A07_F17_S_Cyclic,F17_ArrayRotate/A16_F17_O_A07_Flat,1
